N,n,seed,core_edges_count,core_events_count,halo_edges_count,halo_events_count,ball_comp_size,Q_clock,L,S_perc,S_junc_w,trace_enabled,bins_logged
32,0.8,73000,22499,19771,432632,72905,19770,5.9527627845170565,1.0523097329317312,0.974739970282318,4.602307132647684,True,20
32,0.8,73001,16500,15012,438667,77817,15011,6.27769883937267,1.1097508548918333,0.9749216300940439,5.464063521392206,True,20
32,0.8,73002,21749,19100,433357,72862,19098,6.392673306264421,1.1300756611924498,0.971342383107089,4.815814304802208,True,20
32,0.8,73003,16501,15008,438550,77426,15007,5.909327436237066,1.0446313756037362,0.9733333333333334,4.813529394252306,True,20
32,0.8,73004,17998,16149,437130,76073,16148,6.141185248026272,1.0856184333505416,0.9813664596273292,4.863221824799974,True,20
64,0.8,73000,14251,13763,896865,169633,13763,8.64226273102443,1.0802828413780539,0.97639653815893,5.281269626412614,True,20
64,0.8,73001,14250,13714,896863,170045,13714,8.741453744500838,1.0926817180626047,0.9826807228915663,4.927665946754358,True,20
64,0.8,73002,14251,13736,896960,170233,13736,9.194893572425892,1.1493616965532365,0.9801223241590215,5.101442572049171,True,20
64,0.8,73003,14250,13698,896868,170681,13698,8.681440321377996,1.0851800401722496,0.9808722264728386,5.138094081677411,True,20
64,0.8,73004,14251,13737,896928,170014,13737,8.822424272664541,1.1028030340830677,0.9871114480667172,5.333717815963644,True,20
128,0.8,73000,14251,13996,1808925,352267,13996,12.52575947445709,1.1071311829875317,0.9778794813119756,5.086862128197392,True,20
128,0.8,73001,14251,13973,1808928,353307,13973,12.189152134390097,1.0773790163927146,0.9756944444444444,5.086044540607915,True,20
128,0.8,73002,14251,13991,1808908,352418,13991,12.895402503463599,1.1398033195411363,0.9778382581648523,5.1720052110518715,True,20
128,0.8,73003,14251,14007,1808950,353094,14007,12.327292854652939,1.0895890463996958,0.97683251044436,5.131672207362084,True,20
128,0.8,73004,14251,13997,1808978,353842,13997,12.115901462269441,1.0709045105198411,0.9776176024279211,5.057251940078385,True,20
