N,n,seed,core_edges_count,core_events_count,halo_edges_count,halo_events_count,ball_comp_size,Q_clock,L,S_perc,S_junc_w,trace_enabled,bins_logged
13,0.7,111000,47970,32064,136931,23681,32062,0.10380320024110358,0.028789827771273455,0.97911227154047,2.930406137524159,False,0
13,0.7,111001,36731,26864,148192,29189,26864,0.7482845761619793,0.20753680061468116,0.9627791563275434,2.4423158174617674,False,0
13,0.7,111002,47968,30996,136961,25244,30995,0.16405162316003205,0.045499733778968564,0.9640102827763496,2.601185910938738,False,0
13,0.7,111003,41981,28505,142933,27496,28502,0.043282238688923766,0.012004333146906609,0.9605911330049262,2.5203368678240192,False,0
13,0.7,111004,47221,31148,137671,24817,31147,0.2851195631985076,0.0790779388269319,0.9476439790575916,2.8364582060398895,False,0
13,0.7,111005,48728,31670,136170,24261,31670,0.0863372341229995,0.023945640354785684,0.9571045576407506,2.83503713279853,False,0
13,0.7,111006,50218,31306,134715,24214,31302,0.03815599488808861,0.010582568925795796,0.9685863874345549,2.92586329018352,False,0
13,0.7,111007,41225,28953,143711,27370,28953,0.18346799884501144,0.05088486748018898,0.9541984732824428,2.666602929351684,False,0
13,0.7,111008,33740,25519,151166,30827,25512,1.0398216773292706,0.28839464422689665,0.9587378640776699,2.474639654834139,False,0
13,0.7,111009,33740,25428,151178,30660,25427,0.49919664052699403,0.13845223722764938,0.9416058394160584,2.4734037041237418,False,0
13,0.7,111010,38225,26437,146680,29846,26436,0.3705906422365609,0.10278335098392702,0.9543147208121827,2.6715179298966243,False,0
13,0.7,111011,43482,29733,141410,26445,29731,0.008951895472836197,0.0024828090876849894,0.9473684210526315,2.3332376587483354,False,0
13,0.7,111012,52472,32431,132451,23677,32430,0.2513624050480503,0.06971538770189951,0.9385342789598109,2.227303280324281,False,0
13,0.7,111013,44975,30068,139952,26036,30066,0.08621224684568692,0.02391097512116021,0.948509485094851,2.86624804827398,False,0
13,0.7,111014,44972,30218,139966,26134,30218,0.18187350314060627,0.05044263394013206,0.9240506329113924,2.6427446137270496,False,0
13,0.7,111015,44227,28789,140708,27633,28787,0.13361528034165432,0.03705821111210233,0.9602122015915119,2.758623280933315,False,0
13,0.7,111016,43475,29313,141442,27080,29313,0.11330652842744733,0.03142557677615227,0.9299516908212561,2.3752782610041643,False,0
13,0.7,111017,57707,34456,127192,21303,34456,0.3612174932433348,0.1001837071910316,0.94750656167979,2.5486837531369715,False,0
13,0.7,111018,47219,30551,137689,25624,30550,0.06301803795128692,0.017478059008653898,0.9659367396593674,2.5014170629064845,False,0
13,0.7,111019,43488,29667,141434,26466,29666,0.30069013491000435,0.08339643841878502,0.9467312348668281,2.683143311706558,False,0
14,0.7,111000,34495,25795,164684,34374,25794,0.5768498172328544,0.15416959855060772,0.9593301435406698,2.7929750523907164,False,0
14,0.7,111001,30738,23681,168426,36988,23680,0.509235300912566,0.1360988589475395,0.9745370370370371,2.799039224287606,False,0
14,0.7,111002,36738,27362,162401,32900,27361,4.237785892754873,1.1325959206566196,0.9509345794392523,2.43665627239354,False,0
14,0.7,111003,24746,20151,174421,40469,20151,4.124253355607164,1.1022530737810543,0.9403669724770642,2.6155017540411065,False,0
14,0.7,111004,32243,24583,166925,35851,24582,0.9931064029286072,0.2654188505978801,0.9476190476190476,2.625952818231704,False,0
14,0.7,111005,32239,23537,166923,36982,23535,2.395766281021321,0.6402954715976685,0.9194630872483222,2.143054165466302,False,0
14,0.7,111006,35242,26178,163937,33881,26176,1.0805882586025075,0.28879935999009015,0.9686746987951808,2.6447610318136077,False,0
14,0.7,111007,32982,25145,166160,35316,25145,1.459883969795439,0.3901704028155693,0.9570405727923628,2.7122733333839495,False,0
14,0.7,111008,38236,27074,160904,33766,27073,0.40191127253297687,0.10741530583576626,0.9565217391304348,2.3267575269558987,False,0
14,0.7,111009,32242,24690,166923,35768,24688,1.2883701144606923,0.34433139683361697,0.9676674364896074,2.6870357724545766,False,0
14,0.7,111010,34491,26005,164675,34384,26004,4.10333283217571,1.0966618287073058,0.9432624113475178,2.4183855219904387,False,0
14,0.7,111011,30744,24131,168442,36364,24130,3.5529979113574037,0.9495786343016297,0.9278846153846154,2.6818838451646574,False,0
14,0.7,111012,28497,22303,170689,38478,22303,0.1805620501572161,0.04825723776727104,0.9561586638830898,2.2520356502005288,False,0
14,0.7,111013,39736,28579,159440,31829,28578,0.23727897912811874,0.06341547464149323,0.9544303797468354,3.1678173201395228,False,0
14,0.7,111014,33735,25620,165427,35187,25620,0.02152943295556353,0.005753982989374186,0.9376558603491272,2.964293819496417,False,0
14,0.7,111015,33745,25081,165453,35362,25080,0.783597392339753,0.20942521223605964,0.9280575539568345,2.5411112513271563,False,0
14,0.7,111016,32989,25061,166180,35426,25059,1.4605414676659692,0.39034612651300193,0.9530201342281879,2.3720572146232453,False,0
14,0.7,111017,35238,26430,163921,33856,26429,0.33945408476840655,0.09072292026744971,0.955503512880562,2.8673668023686525,False,0
14,0.7,111018,32986,23887,166170,36301,23887,2.718001473232571,0.7264164492559361,0.9465648854961832,2.9006069161431287,False,0
14,0.7,111019,29244,22968,169913,37070,22968,0.5460988025319357,0.14595104417157292,0.9548693586698337,2.7099189544023874,False,0
15,0.7,111000,27744,22432,185690,42258,22431,0.03579516399813159,0.009242271602635129,0.9492273730684326,2.576688758321339,False,0
15,0.7,111001,27742,22226,185656,42608,22225,0.3485609937778531,0.0899980616026088,0.9449339207048458,2.5371942256543742,False,0
15,0.7,111002,28496,22512,184941,42059,22510,0.07328887339374097,0.018923105741084176,0.93058568329718,2.4106418965907572,False,0
15,0.7,111003,28499,23040,184909,41682,23038,0.05802972089112515,0.014983209506426155,0.9530201342281879,2.675071336250684,False,0
15,0.7,111004,25494,20846,187902,43468,20846,0.40180240602309414,0.10374493513290095,0.9235807860262009,2.675122654784447,False,0
15,0.7,111005,29242,23517,184168,41001,23516,0.2144947816930991,0.055382314489717886,0.9338842975206612,2.4006257530527573,False,0
15,0.7,111006,26998,22164,186427,42288,22163,0.7200020919288643,0.1859037407516662,0.9484304932735426,2.623600316478998,False,0
15,0.7,111007,26994,22029,186416,42711,22028,1.0026784826296344,0.2588904709883398,0.9537444933920705,2.5822647368696363,False,0
15,0.7,111008,25494,21011,187927,43800,21011,0.6101063869243334,0.15752879173151477,0.9570135746606335,2.822335176339464,False,0
15,0.7,111009,30740,23640,182645,40923,23640,0.3500023791030971,0.09037022569328466,0.9621380846325167,2.6064172143856106,False,0
15,0.7,111010,31491,24374,181930,40279,24373,0.10499824712541804,0.02711043083318099,0.9530916844349681,2.5546423534077,False,0
15,0.7,111011,25500,21009,187915,43893,21006,0.31267190198855577,0.08073153794857828,0.9641255605381166,2.738660159776171,False,0
15,0.7,111012,26989,21886,186433,42841,21884,0.197700889734681,0.05104615023152056,0.9595744680851064,2.3712248390571644,False,0
15,0.7,111013,22497,18801,190887,46069,18801,0.7384989059747162,0.19067959760216485,0.9443155452436195,2.836020854382606,False,0
15,0.7,111014,23995,19990,189430,44931,19988,0.12669006889652246,0.03271123513107345,0.9379014989293362,2.4193404113998245,False,0
15,0.7,111015,30741,24164,182636,40685,24163,0.3956241944201845,0.10214972775640664,0.9479166666666666,2.359769879307216,False,0
15,0.7,111016,27747,22659,185677,42141,22658,0.33268024389842116,0.08589766961538711,0.9532293986636972,2.892671370301572,False,0
15,0.7,111017,25498,20912,187921,43448,20911,1.132660630513359,0.2924517172588688,0.962800875273523,2.682508989600515,False,0
15,0.7,111018,26993,21992,186454,42305,21992,0.6159171903507411,0.15902913472475225,0.9501084598698482,2.621107125577101,False,0
15,0.7,111019,26994,21754,186409,42988,21754,0.4835401151729151,0.1248495208858611,0.9224137931034483,2.4361227540449706,False,0
