N,n,seed,core_edges_count,core_events_count,halo_edges_count,halo_events_count,ball_comp_size,Q_clock,L,S_perc,S_junc_w,trace_enabled,bins_logged
12,0.7,101000,70428,37355,100218,14340,37354,0.5600628137644441,0.16167620814500053,0.9658792650918635,2.5829050940183973,False,0
12,0.7,101001,79427,39397,91268,12401,39397,1.8473054876248398,0.533271160277837,0.9618528610354223,2.5602202416364106,False,0
12,0.7,101002,62938,35398,107697,16155,35397,0.49896663772144156,0.1440392613025584,0.9483204134366925,2.2467804017106543,False,0
12,0.7,101003,70438,36229,100203,15559,36229,1.7401849442316997,0.5023481229959529,0.9578651685393258,2.8680588240843337,False,0
12,0.7,101004,56945,34030,113722,17729,34030,4.163761950460773,1.2019745414700245,0.9303621169916435,2.451921727592317,False,0
12,0.7,101005,67434,35611,103194,16427,35604,1.5671237491116783,0.4523896592015415,0.9621621621621622,2.7769194755386106,False,0
12,0.7,101006,77877,39679,92746,12051,39678,1.3694863873920575,0.3953366672061663,0.9431818181818182,2.597356827967563,False,0
12,0.7,101007,68908,36371,101715,15396,36370,0.2557261017216617,0.07382176683390751,0.9607843137254902,2.787041863050185,False,0
12,0.7,101008,67431,35010,103245,17318,35008,0.9998411993366052,0.28862929279193367,0.9441340782122905,2.930894723260325,False,0
12,0.7,101009,55456,32018,115202,19783,32018,0.3931560415512889,0.11349437321158218,0.9560439560439561,2.486888187787374,False,0
14,0.7,101000,30740,23902,168438,36275,23899,2.6009301699500096,0.6951278273483326,0.964622641509434,2.820460645900271,False,0
14,0.7,101001,32989,25310,166180,35195,25309,1.005192418316993,0.2686489740803527,0.9548532731376975,2.685778817987826,False,0
14,0.7,101002,35994,26122,163152,34204,26121,0.5217573938979515,0.1394455290701565,0.9610705596107056,2.598838588627737,False,0
14,0.7,101003,34488,25950,164675,34157,25948,1.2596119432541386,0.3366454522818233,0.9449339207048458,2.4338358204785555,False,0
14,0.7,101004,41982,28789,157175,31439,28789,0.7021296081173746,0.18765203104893338,0.9534368070953437,2.3735263674875218,False,0
14,0.7,101005,29242,22814,169887,37679,22812,0.48770920648619964,0.13034576821762475,0.9510022271714922,2.4339963653974075,False,0
14,0.7,101006,32238,24666,166927,35365,24664,1.876941176244288,0.501633629759615,0.963855421686747,2.620571933565574,False,0
14,0.7,101007,29995,23589,169185,36825,23587,0.7838502765810157,0.2094927983924396,0.963963963963964,2.7181107069579333,False,0
14,0.7,101008,32244,24873,166952,35702,24871,0.014588211470177657,0.0038988635148007552,0.9383561643835616,2.6193137489649425,False,0
14,0.7,101009,34495,25944,164648,34392,25944,0.957427077066148,0.2558831496572812,0.9223744292237442,2.433742189146892,False,0
16,0.7,101000,22499,18831,205133,50277,18831,4.48795292252347,1.1219882306308675,0.9301801801801802,2.9081691528453497,False,0
16,0.7,101001,19498,16892,208168,52447,16890,4.196089340095195,1.0490223350237988,0.9188118811881189,2.2840279285492513,False,0
16,0.7,101002,22498,19066,205172,49696,19065,0.3860635294910339,0.09651588237275847,0.9644351464435147,2.774313461465911,False,0
16,0.7,101003,26247,21528,201397,47013,21528,1.396607255767056,0.349151813941764,0.9611451942740287,2.7955762480841906,False,0
16,0.7,101004,23247,19622,204428,49357,19621,1.1305486925439885,0.2826371731359971,0.931640625,2.306852072497535,False,0
16,0.7,101005,20247,17538,207432,51852,17537,4.523725759124625,1.1309314397811563,0.9642105263157895,2.5345528848645738,False,0
16,0.7,101006,21746,18424,205926,51104,18424,1.255145383861125,0.31378634596528127,0.974025974025974,3.012664346370202,False,0
16,0.7,101007,19498,16919,208148,52033,16919,0.8762367636747479,0.21905919091868697,0.9494949494949495,2.334545958173624,False,0
16,0.7,101008,23246,19477,204434,49543,19477,0.6504379844037061,0.16260949610092654,0.9389140271493213,2.7579848277610903,False,0
16,0.7,101009,23246,19640,204414,49118,19640,0.8481756915781835,0.21204392289454588,0.9212121212121213,2.5578047011842076,False,0
