seed_a,seed_b,d_l2
73000,73001,0.00014510730570342056
73000,73002,0.0001923701458945579
73000,73003,1.902793086864485e-05
73000,73004,9.34623559394451e-05
73000,73000,0.005401056482743543
73000,73001,0.0038745246872358883
73000,73002,0.005929176166181182
73000,73003,0.004627081071780105
73000,73004,0.005513582296276544
73000,73000,0.0011442951529503174
73000,73001,0.001307708651680173
73000,73002,0.0010073492859542796
73000,73003,0.0011425011287721132
73000,73004,0.0012230496175383834
73001,73002,0.00033083080373371825
73001,73003,0.00015100084975067785
73001,73004,0.0002274115576313034
73001,73000,0.005440962611855321
73001,73001,0.003934062905011962
73001,73002,0.005970411546744392
73001,73003,0.004681405142773753
73001,73004,0.005560626290717114
73001,73000,0.0012257729898203695
73001,73001,0.0013916091197306293
73001,73002,0.0010858324396277128
73001,73003,0.0012247426660185578
73001,73004,0.0013096355262505082
73002,73003,0.00018899722726754806
73002,73004,0.00010732659240306028
73002,73000,0.005286390237970464
73002,73001,0.0037400298555051352
73002,73002,0.005812625373286457
73002,73003,0.004497049129331534
73002,73004,0.005390836177055636
73002,73000,0.000997941775049585
73002,73001,0.001156260776700752
73002,73002,0.000866442460645222
73002,73003,0.000994649258685693
73002,73004,0.0010694903493788238
73003,73004,9.16853912064215e-05
73003,73000,0.005398643847747818
73003,73001,0.003872435570533111
73003,73002,0.005926789059992588
73003,73003,0.0046249439114392265
73003,73004,0.005511025383505318
73003,73000,0.0011438162897958876
73003,73001,0.0013061145051490527
73003,73002,0.0010067584408483014
73003,73003,0.0011415997620802623
73003,73004,0.0012220835693182005
73004,73000,0.005332138501538851
73004,73001,0.0037971332045060677
73004,73002,0.005859476431041292
73004,73003,0.00455186361685608
73004,73004,0.005441607303389461
73004,73000,0.001060589110317816
73004,73001,0.0012227738926534378
73004,73002,0.0009252174851527418
73004,73003,0.0010586721407840113
73004,73004,0.0011376322606178133
73000,73001,0.0016873343197051445
73000,73002,0.0005341888488201454
73000,73003,0.0009635114153248161
73000,73004,0.0003092569247847968
73000,73000,0.004345345419020541
73000,73001,0.004193209595018972
73000,73002,0.004456884685109484
73000,73003,0.00434064269294275
73000,73004,0.0042896442024565815
73001,73002,0.002168103429523568
73001,73003,0.0007772200415414767
73001,73004,0.0017173550580602936
73001,73000,0.0027624711811097533
73001,73001,0.0026011756404814602
73001,73002,0.0028869744389170534
73001,73003,0.0027595267711407138
73001,73004,0.002696118287813704
73002,73003,0.0014081504136860563
73002,73004,0.0004807859731639986
73002,73000,0.004865554404539916
73002,73001,0.004711870545918134
73002,73002,0.004979022179695021
73002,73003,0.004861249882745545
73002,73004,0.004808186644985295
73003,73004,0.0009504750882452669
73003,73000,0.003526891138096596
73003,73001,0.0033672519328484694
73003,73002,0.0036487020431725946
73003,73003,0.0035231605699560216
73003,73004,0.0034622053939604935
73004,73000,0.004437398608161055
73004,73001,0.0042797866683882
73004,73002,0.004553998385101255
73004,73003,0.0044324488235678505
73004,73004,0.004376158784621316
73000,73001,0.0001817451593550449
73000,73002,0.00014451802204970608
73000,73003,4.113928558838398e-05
73000,73004,0.00010582869159298436
73001,73002,0.00031429482636157206
73001,73003,0.00017263940465136123
73001,73004,0.00010694701443320377
73002,73003,0.00014761819068196704
73002,73004,0.0002376763314373276
73003,73004,9.677338195881586e-05
