N,n,seed,core_edges_count,core_events_count,halo_edges_count,halo_events_count,ball_comp_size,Q_clock,L,S_perc,S_junc_w,trace_enabled,bins_logged
22,0.7,82000,14250,13327,298879,81531,13327,0.2656140295812189,0.056629101380816164,0.9414348462664714,2.441087138987359,False,0
22,0.7,82001,14250,13337,298904,81429,13337,5.096183266133276,1.0865099230190889,0.9553571428571429,2.680111372378063,False,0
22,0.7,82002,14251,13270,298945,81684,13270,5.203686256702149,1.109429637618743,0.9240687679083095,2.3128768234309427,False,0
22,0.7,82003,14999,13954,298170,80503,13954,5.059778843772084,1.0787484740931705,0.93993993993994,2.501151438432332,False,0
22,0.7,82004,14251,13350,298921,81444,13350,5.150319282217814,1.0980517604289513,0.9517884914463453,2.7254260856760175,False,0
22,0.7,82005,15751,14527,297433,80252,14527,5.108334037338742,1.0891004761443674,0.94,2.599487342612853,False,0
22,0.7,82006,15749,14521,297396,80388,14521,5.000424225606943,1.0660940269813488,0.9450867052023122,2.5645991312817555,False,0
22,0.7,82007,15751,14538,297417,80387,14538,5.41996919412864,1.1555413148135667,0.9347826086956522,2.6633416900215,False,0
22,0.7,82008,15001,13964,298156,81299,13964,5.01411954952215,1.069013879850793,0.9546827794561934,2.9330726411719565,False,0
22,0.7,82009,15000,13982,298178,80797,13982,5.259557756620166,1.1213414814251266,0.9494799405646359,2.632843431297999,False,0
22,0.7,82010,14249,13330,298903,81659,13330,5.074147685436586,1.0818119214292428,0.9594202898550724,2.6549232034321046,False,0
22,0.7,82011,14250,13357,298946,81359,13357,5.473142153248004,1.1668778277885625,0.945054945054945,2.8483194523938717,False,0
22,0.7,82012,15001,13928,298220,80566,13928,1.383664065228915,0.29499816990232075,0.939568345323741,2.4429848836723567,False,0
22,0.7,82013,14251,13285,298916,81415,13285,5.190034347688538,1.1065190408374197,0.9312865497076024,2.4797069520249058,False,0
22,0.7,82014,15001,13940,298151,80587,13938,5.18333230152354,1.1050901597939937,0.9506933744221879,2.6927440058461474,False,0
22,0.7,82015,15001,13982,298182,81156,13982,5.262127343064661,1.1218893190958306,0.9508196721311475,2.729542657333077,False,0
22,0.7,82016,15001,13896,298203,80995,13896,5.025629690258469,1.0714678501011303,0.9591527987897126,2.6850692437752417,False,0
22,0.7,82017,15748,14547,297433,80479,12459,5.002100680706929,1.0664514484096037,0.9485179407176287,2.9455667759681368,False,0
22,0.7,82018,15750,14559,297437,80184,14559,5.271453021960185,1.1238775605168587,0.9418604651162791,2.3230222859116973,False,0
22,0.7,82019,14251,13354,298926,81005,13354,5.066335863069614,1.0801464353045613,0.9423368740515933,2.6632471737454035,False,0
23,0.7,82000,14251,13420,313163,85799,13420,5.272405997635259,1.0993726472679228,0.9630681818181818,2.7588385311409507,False,0
23,0.7,82001,14250,13347,313179,85904,13347,5.18795832679082,1.08176409066331,0.9495798319327731,2.6721051215015152,False,0
23,0.7,82002,14251,13394,313168,85756,13394,5.285827997572904,1.1021713277203948,0.958217270194986,2.5414425226658346,False,0
23,0.7,82003,14251,13378,313166,85446,13378,1.0765111615179572,0.22446809406981785,0.9682539682539683,2.6884722880407153,False,0
23,0.7,82004,15001,14019,312400,85138,14019,5.1501596555358695,1.073882522874448,0.9488950276243094,2.46868155807902,False,0
23,0.7,82005,14250,13377,313143,85352,13377,5.554613923256645,1.1582170675211287,0.9404934687953556,2.7968820479102097,False,0
23,0.7,82006,15749,14623,311657,84626,14623,0.46066624550141516,0.09605555225660015,0.9393491124260355,2.6607875029782435,False,0
23,0.7,82007,15001,13996,312422,85586,13996,5.425297998340676,1.1312528332090268,0.9614285714285714,2.559991250258359,False,0
23,0.7,82008,14251,13428,313195,85581,13428,5.345510550365542,1.1146160002453822,0.9566563467492261,2.768311314915919,False,0
23,0.7,82009,14251,13418,313157,85206,13418,5.3604612503960025,1.117733436701977,0.9463487332339792,2.695527802079199,False,0
23,0.7,82010,14251,13385,313176,85828,13385,5.362968530922356,1.1182562408318062,0.9224011713030746,2.711279957587795,False,0
23,0.7,82011,14251,13408,313135,85420,13408,5.465880237519787,1.139714815032583,0.9358059914407989,2.6465308163501824,False,0
23,0.7,82012,14250,13382,313191,85535,13382,5.317456621002959,1.1087663516023447,0.9578231292517007,2.5322478450171197,False,0
23,0.7,82013,14251,13318,313167,85966,13318,5.43973217041779,1.1342625661420853,0.9650145772594753,2.6622816121176616,False,0
23,0.7,82014,14249,13357,313159,85326,13357,0.914175743952778,0.19061881959550392,0.9513590844062947,2.8482679350194946,False,0
23,0.7,82015,14250,13347,313115,86072,13347,5.172899331226383,1.0786240730269032,0.9590643274853801,2.7304738442406884,False,0
23,0.7,82016,15001,13947,312434,84932,13947,0.5099874279855688,0.10633972972288551,0.9511173184357542,2.402924256243422,False,0
23,0.7,82017,14251,13354,313174,85773,13354,5.152166283886957,1.0743009338093052,0.9482248520710059,2.7021481058510437,False,0
23,0.7,82018,16499,15210,310930,83735,15210,5.4071594974159325,1.1274706943168302,0.9385964912280702,2.6015771009668565,False,0
23,0.7,82019,14251,13399,313159,85681,13399,0.46231194042551277,0.09639870336941506,0.9406896551724138,2.51653289769115,False,0
24,0.7,82000,15001,14056,326671,89229,14056,5.3552104008667705,1.0931277456140789,0.9381294964028777,2.767189026029838,False,0
24,0.7,82001,14251,13427,327409,90061,13427,5.317403998966094,1.0854105461418084,0.9245014245014245,2.7780806585371525,False,0
24,0.7,82002,14250,13403,327426,90466,13403,5.320680334355426,1.086079325302649,0.952317880794702,2.508656767710329,False,0
