seed_a,seed_b,d_l2
76000,76001,0.0018667533052285248
76000,76002,0.00047733026371944866
76000,76003,0.0014652941268785272
76000,76004,0.001484585965930501
76000,76005,0.0023392158356687776
76000,76006,0.0006347201719231205
76000,76007,0.0007365240690544926
76000,76008,0.0010194477571622434
76000,76009,0.000820566379584733
76000,76010,0.0007672574379375594
76000,76011,0.0012796192589033413
76000,76012,0.0006005139316319866
76000,76013,0.0018525678362157295
76000,76014,0.0008607597316900093
76000,76015,0.0011818781906935683
76000,76016,0.002011963415559623
76000,76017,0.0019037096931078835
76000,76018,0.0007491856592144855
76000,76019,0.0009663568350710673
76001,76002,0.0018102737839435505
76001,76003,0.0004311555337377112
76001,76004,0.001310540832029487
76001,76005,0.0005104421780257782
76001,76006,0.0012767977738066425
76001,76007,0.0012716802351387696
76001,76008,0.0011484271550127518
76001,76009,0.002338000223761212
76001,76010,0.0011823372395488487
76001,76011,0.0007367979086383813
76001,76012,0.0015698984146374703
76001,76013,0.00021976697091710535
76001,76014,0.0026767476673214036
76001,76015,0.002635851690011894
76001,76016,0.0035285465062501443
76001,76017,6.146891767020422e-05
76001,76018,0.0017264528686731493
76001,76019,0.001599025853530783
76002,76003,0.0014483097297638514
76002,76004,0.0017013837008476305
76002,76005,0.0022830864022835087
76002,76006,0.0008143389975801547
76002,76007,0.0009230596931285269
76002,76008,0.0011709842334213577
76002,76009,0.0011929287615973067
76002,76010,0.0009175125925260805
76002,76011,0.0013475838160728027
76002,76012,0.0008657421450441856
76002,76013,0.0018406911715888254
76002,76014,0.0011253486568734688
76002,76015,0.0015037617287149444
76002,76016,0.0023330315859143172
76002,76017,0.0018520868695105425
76002,76018,0.001114456882215922
76002,76019,0.001239874673508178
76003,76004,0.0009934080705775855
76003,76005,0.0009277361655075396
76003,76006,0.000870087668662229
76003,76007,0.000846082746444346
76003,76008,0.0007345998263716205
76003,76009,0.001910605695974345
76003,76010,0.0007592365607642813
76003,76011,0.0003332523420088624
76003,76012,0.0011417065531883067
76003,76013,0.00039955505868887126
76003,76014,0.002257459331030632
76003,76015,0.0022101711555249782
76003,76016,0.003105015644770427
76003,76017,0.0004696413788234735
76003,76018,0.0013068497123207158
76003,76019,0.001188236850392941
76004,76005,0.001703540564604489
76004,76006,0.0010046041511965768
76004,76007,0.000810767188992201
76004,76008,0.0005540081876565007
76004,76009,0.0014499193754676219
76004,76010,0.0008397850644845607
76004,76011,0.0006946536524377983
76004,76012,0.00090881212648683
76004,76013,0.0011338150989909253
76004,76014,0.001996480693307462
76004,76015,0.0016472249847217404
76004,76016,0.002440654529543551
76004,76017,0.00132961750038196
76004,76018,0.0008573771987173444
76004,76019,0.0006162502931688866
76005,76006,0.0017446760491262327
76005,76007,0.0017501021716114019
76005,76008,0.0016281497784224716
76005,76009,0.002818662258715807
76005,76010,0.0016634457324521314
76005,76011,0.0012111534687339516
76005,76012,0.0020568265859166102
76005,76013,0.0005975353676430252
76005,76014,0.003162094292670733
76005,76015,0.0031211518566356972
76005,76016,0.004002823510444578
76005,76017,0.0004661648592863469
76005,76018,0.0021894924101434595
76005,76019,0.00206651933286454
76006,76007,0.0002564988201224961
76006,76008,0.0005127211167158527
76006,76009,0.0011403406909372962
76006,76010,0.00019713191642530242
76006,76011,0.0006727447599809416
76006,76012,0.0004503399478993725
76006,76013,0.001242543037139151
76006,76014,0.0014270462657565695
76006,76015,0.001492934963393429
76006,76016,0.0023777258996408933
76006,76017,0.0013103068964639651
76006,76018,0.0006269187019264066
76006,76019,0.0007151616190308796
76007,76008,0.00033296332763985235
76007,76009,0.0010771017033660768
76007,76010,0.0001380002459133676
76007,76011,0.0005874787607488502
76007,76012,0.0003236839449899313
76007,76013,0.001202774547292217
76007,76014,0.0014470532138840492
76007,76015,0.001406111659028487
76007,76016,0.002293407555263816
76007,76017,0.0013049984489135183
76007,76018,0.0005090424475676987
76007,76019,0.0005171386203106624
76008,76009,0.0012270163770103178
76008,76010,0.0003267463165141909
76008,76011,0.0004229100382232678
76008,76012,0.0005002712873682767
76008,76013,0.001047325298659841
76008,76014,0.0016628380237465386
