seed_a,seed_b,d_l2
78000,78001,0.0023320278298617526
78000,78002,0.00032801967223603916
78000,78003,0.00041061256581667577
78000,78004,0.0013112998635999918
78000,78005,0.0004062135346482678
78000,78006,0.0006316920157312264
78000,78007,0.0032793735624003337
78000,78008,0.00045023440589314287
78000,78009,0.0008259682154486425
78000,78010,0.002190552373618496
78000,78011,0.000328701399896485
78000,78012,0.0004917520272736235
78000,78013,0.0012969620082349377
78000,78014,0.0015133682292424587
78000,78015,0.0008948607927497375
78000,78016,0.001018786320592143
78000,78017,0.001223545146597187
78000,78018,0.0011299670785505642
78000,78019,0.0003998904098868751
78001,78002,0.002521717138204712
78001,78003,0.002234253335004842
78001,78004,0.0010364230344516601
78001,78005,0.0021882813544635187
78001,78006,0.0017743168210434734
78001,78007,0.0011199279735741449
78001,78008,0.0018920621245173033
78001,78009,0.0015198547962614222
78001,78010,0.00031413059622929004
78001,78011,0.002128387931143654
78001,78012,0.0020017442583533302
78001,78013,0.0013491850010722245
78001,78014,0.0009058178011636472
78001,78015,0.0017388316810695785
78001,78016,0.001577672595712958
78001,78017,0.0011587994389121155
78001,78018,0.0016128068621612123
78001,78019,0.0019986122919689177
78002,78003,0.0006722060318654158
78002,78004,0.0014898720653752145
78002,78005,0.000677309923939873
78002,78006,0.0009040552168909662
78002,78007,0.003510751465381004
78002,78008,0.0006595595763312079
78002,78009,0.0010501805978224118
78002,78010,0.0023495595740286044
78002,78011,0.0003958475852250551
78002,78012,0.0005715742992522359
78002,78013,0.0013576438147701777
78002,78014,0.001657800379045779
78002,78015,0.0009184017855586582
78002,78016,0.0010857435132408041
78002,78017,0.0014207459294357059
78002,78018,0.0011594997611552682
78002,78019,0.0006800789975842839
78003,78004,0.0012538641766226448
78003,78005,6.400941284307401e-05
78003,78006,0.00047812216433036517
78003,78007,0.0030996089331643494
78003,78008,0.0004941506373789386
78003,78009,0.0007841241475709375
78003,78010,0.0021334004433468464
78003,78011,0.000582730045973832
78003,78012,0.0005614619831733037
78003,78013,0.0013706168141326893
78003,78014,0.0014887650670229147
78003,78015,0.0010600818621509121
78003,78016,0.0011726051094214603
78003,78017,0.001096880641962201
78003,78018,0.001304957120538185
78003,78019,0.00028971361305566513
78004,78005,0.0012081993734474547
78004,78006,0.000801286545424885
78004,78007,0.002058716038277389
78004,78008,0.0008654000746885613
78004,78009,0.0005196098342825607
78004,78010,0.0008879577126093167
78004,78011,0.0010971312991303686
78004,78012,0.0009757757468249632
78004,78013,0.0005555514061621115
78004,78014,0.00029301996052932214
78004,78015,0.0007747807803441527
78004,78016,0.0006603454091046304
78004,78017,0.0002609359629248911
78004,78018,0.0007594682171323971
78004,78019,0.0009987507217365293
78005,78006,0.0004313019229478732
78005,78007,0.003056790721818902
78005,78008,0.0004541468719829608
78005,78009,0.000739580936121725
78005,78010,0.00208710612068925
78005,78011,0.0005612117097299129
78005,78012,0.0005350346376460972
78005,78013,0.0013276294309392319
78005,78014,0.0014410720391833732
78005,78015,0.0010253218607539079
78005,78016,0.0011311272528199646
78005,78017,0.0010524060381581644
78005,78018,0.0012657753128207322
78005,78019,0.00024412702094256416
78006,78007,0.002667606538955548
78006,78008,0.00030583566818800895
78006,78009,0.00033156784009380285
78006,78010,0.0016755964422736922
78006,78011,0.0005980466665849359
78006,78012,0.0005250653754435556
78006,78013,0.0010207598120410349
78006,78014,0.0010539444611209262
78006,78015,0.0008129290910937555
78006,78016,0.0008494937130098764
78006,78017,0.0006640618514423421
78006,78018,0.0010038476840576386
78006,78019,0.00024354976646688236
78007,78008,0.0028569504130138705
78007,78009,0.00247926390148926
78007,78010,0.0014078066160757275
78007,78011,0.003128118420269878
78007,78012,0.0029859873159143987
78007,78013,0.002442159410773289
78007,78014,0.0019826833783003666
78007,78015,0.0028129144449028256
78007,78016,0.0026600324017532926
78007,78017,0.0021059887780204363
78007,78018,0.002713213418418806
78007,78019,0.0029070364042440553
78008,78009,0.0004036444662461424
78008,78010,0.0017484327208778017
78008,78011,0.0003042773527482787
78008,78012,0.00027844893150637165
78008,78013,0.0009082693431917112
78008,78014,0.001075385987577287
78008,78015,0.0005885036640767862
78008,78016,0.0006800236377838969
78008,78017,0.0007827990740901767
78008,78018,0.0008166916430911513
78008,78019,0.00023378512638976253
78009,78010,0.0013951328551708312
78009,78011,0.0006764326393057178
78009,78012,0.0006107882038000006
78009,78013,0.0007638064211141582
78009,78014,0.000773562453080497
78009,78015,0.0006324455402698064
78009,78016,0.0006015213424062712
78009,78017,0.0004713864724558587
78009,78018,0.0007597457417225204
78009,78019,0.0005113207228281246
78010,78011,0.0019574233514340804
78010,78012,0.0018349095992382688
78010,78013,0.0011027219489835537
78010,78014,0.0007041615216212142
78010,78015,0.0015154204392475153
78010,78016,0.0013552143575436802
78010,78017,0.0010518200030767385
78010,78018,0.0013703371075511916
78010,78019,0.0018834734897949785
78011,78012,0.00025949337351052304
78011,78013,0.0009960961781748357
78011,78014,0.001267744837118031
78011,78015,0.0005773698136238168
78011,78016,0.0007301174334859226
78011,78017,0.0010419744368286483
78011,78018,0.0008272553734839002
78011,78019,0.00043389574646074327
78012,78013,0.0008944935324420761
78012,78014,0.0011445789206204328
78012,78015,0.0005528292383038272
78012,78016,0.0007233933666656344
78012,78017,0.0008824030979280114
78012,78018,0.0008230088649797779
78012,78019,0.00041313693230634414
78013,78014,0.00047319749782489444
78013,78015,0.0004724908533603597
